BDL,CLT,3870,164,23.597560975609756
BDL,CVG,3701,114,32.46491228070175
BDL,DCA,1525,63,24.206349206349206
BDL,DEN,825,33,25.0
BDL,DFW,2961,146,20.28082191780822
BDL,DTW,5859,132,44.38636363636363
BDL,EWR,7601,170,44.71176470588235
BDL,FLL,2692,96,28.041666666666668
BDL,IAD,5742,112,51.267857142857146
BDL,IAH,197,5,39.4
BDL,IND,2257,52,43.40384615384615
BDL,JFK,2796,62,45.096774193548384
BDL,LAS,617,59,10.457627118644067
BDL,LAX,1694,44,38.5
BDL,MCO,6781,277,24.48014440433213
BDL,MDW,3418,177,19.310734463276837
BDL,MIA,299,16,18.6875
BDL,MKE,2446,55,44.472727272727276
BDL,MSP,2147,91,23.593406593406595
BDL,ORD,21508,443,48.550790067720094
BDL,PBI,1546,35,44.17142857142857
BDL,PHL,1447,50,28.94
BDL,PHX,423,25,16.92
BDL,RDU,2972,96,30.958333333333332
BDL,RSW,2111,69,30.594202898550726
BDL,SJU,1551,50,31.02
BDL,TPA,6693,236,28.360169491525422
BET,ANC,4143,139,29.805755395683452
BFL,DEN,335,27,12.407407407407407
BFL,LAS,234,9,26.0
BFL,LAX,1588,64,24.8125
BFL,PHX,1225,41,29.878048780487806
BFL,SAN,1354,19,71.26315789473684
BFL,SFO,6637,113,58.73451327433628
BFL,SLC,840,23,36.52173913043478
BFL,SMF,186,4,46.5
BGM,DTW,3408,57,59.78947368421053
BGR,ATL,2334,66,35.36363636363637
BGR,BOS,2032,42,48.38095238095238
BGR,BTV,72,1,72.0
BGR,CVG,1270,28,45.357142857142854
BGR,DTW,3806,86,44.25581395348837
BGR,EWR,5235,74,70.74324324324324
BHM,ATL,8066,238,33.890756302521005
BHM,AUS,38,1,38.0
BHM,BNA,1390,107,12.990654205607477
BHM,BWI,3863,167,23.131736526946106
BHM,CLE,161,4,40.25
BHM,CLT,1040,21,49.523809523809526
BHM,CVG,2774,63,44.03174603174603
BHM,DAL,3383,202,16.747524752475247
BHM,DEN,2733,80,34.1625
BHM,DFW,3675,141,26.06382978723404
BHM,DTW,3505,108,32.4537037037037
BHM,EWR,5756,84,68.52380952380952
BHM,HOU,4250,151,28.14569536423841
BHM,IAD,3118,49,63.63265306122449
BHM,IAH,9480,223,42.511210762331835
BHM,JAX,591,32,18.46875
BHM,LAS,1000,57,17.54385964912281
BHM,LGA,4226,105,40.24761904761905
BHM,MCO,2265,127,17.834645669291337
BHM,MDW,2190,108,20.27777777777778
BHM,MEM,3896,73,53.36986301369863
BHM,MSY,4464,144,31.0
BHM,ORD,18667,311,60.02250803858521
BHM,PHX,1057,66,16.015151515151516
BHM,RDU,761,31,24.548387096774192
BHM,SDF,3464,137,25.284671532846716
BHM,SLC,122,5,24.4
BHM,STL,462,59,7.830508474576271
BHM,TPA,5596,188,29.76595744680851
BIL,DEN,3393,129,26.302325581395348
BIL,MSP,2065,25,82.6
BIL,SLC,3247,130,24.976923076923075
BIS,DEN,2664,107,24.897196261682243
BIS,MSP,4513,137,32.941605839416056
BLI,SLC,162,9,18.0
BMI,ATL,10633,265,40.12452830188679
BMI,LAS,292,6,48.666666666666664
BMI,MCO,803,29,27.689655172413794
BMI,ORD,17312,256,67.625
BNA,ATL,11712,376,31.148936170212767
BNA,AUS,6856,181,37.87845303867403
BNA,BDL,1396,62,22.516129032258064
BNA,BHM,2368,127,18.64566929133858
BNA,BOS,60,2,30.0
BNA,BWI,9595,536,17.901119402985074
BNA,CLE,6435,208,30.9375
BNA,CLT,2800,97,28.8659793814433
BNA,CMH,3716,123,30.211382113821138
BNA,CVG,3557,80,44.4625
BNA,DCA,4092,109,37.54128440366973
BNA,DEN,10311,340,30.326470588235296
BNA,DFW,10952,227,48.24669603524229
BNA,DTW,11718,374,31.331550802139038
BNA,EWR,15899,265,59.99622641509434
BNA,FLL,3557,162,21.95679012345679
BNA,HOU,8266,326,25.355828220858896
BNA,IAD,4686,89,52.651685393258425
BNA,IAH,9482,295,32.14237288135593
BNA,JAX,7415,269,27.565055762081784
BNA,JFK,1623,41,39.58536585365854
BNA,LAS,4987,219,22.771689497716896
BNA,LAX,5995,223,26.883408071748878
BNA,LGA,8370,158,52.9746835443038
BNA,MCI,3462,200,17.31
BNA,MCO,5882,267,22.029962546816478
BNA,MDW,12259,493,24.866125760649087
BNA,MEM,4798,90,53.31111111111111
BNA,MIA,1038,55,18.87272727272727
BNA,MKE,2711,85,31.894117647058824
BNA,MSP,3481,106,32.839622641509436
BNA,MSY,4042,170,23.776470588235295
BNA,OAK,1607,73,22.013698630136986
BNA,ONT,1861,88,21.147727272727273
BNA,ORD,29459,619,47.591276252019384
BNA,PHL,4911,163,30.12883435582822
BNA,PHX,4961,253,19.608695652173914
BNA,PVD,1984,73,27.17808219178082
BNA,RDU,6598,310,21.283870967741937
BNA,SAN,2785,132,21.098484848484848
BNA,SAT,3531,125,28.248
BNA,SEA,2347,96,24.447916666666668
BNA,SLC,991,36,27.52777777777778
BNA,STL,998,29,34.41379310344828
BNA,TPA,7926,324,24.462962962962962
BOI,DEN,6284,208,30.21153846153846
