1,LGA,ORD,444
2,ORD,LGA,430
3,DCA,LGA,304
4,LGA,DCA,297
5,LGA,BOS,288
6,BOS,LGA,286
7,DFW,ORD,232
8,EWR,ORD,225
9,ORD,DFW,224
10,ORD,EWR,221
11,SFO,LAX,217
12,LAX,SFO,213
13,MSN,ORD,206
14,DCA,ORD,204
15,ASE,DEN,198
15,ORD,MSN,198
17,BOS,ORD,197
18,ORD,DCA,196
19,ORD,BOS,194
19,LGA,ATL,194
21,ORD,STL,192
21,STL,ORD,192
23,CVG,ORD,188
24,ATL,LGA,182
25,DEN,ASE,180
25,MSP,ORD,180
25,ORD,CVG,180
28,ORD,MSP,179
29,LGA,DFW,164
30,PHL,ORD,163
31,DFW,LGA,159
32,ORD,PHL,156
32,ATL,ORD,156
34,ORD,ATL,150
35,DTW,ORD,149
36,MKE,ORD,147
37,DSM,ORD,145
38,ORD,DSM,142
38,GRB,ORD,142
40,ORD,DTW,141
41,PIA,ORD,140
42,ORD,MKE,136
43,CID,ORD,134
44,SUN,SLC,132
45,CLE,ORD,131
46,HPN,ORD,130
47,ORD,GRB,129
47,AZO,ORD,129
47,ORD,PIA,129
50,SBN,ORD,128
51,ORD,CID,127
52,DCA,BOS,126
53,ORD,HPN,123
54,ORD,SBN,122
54,ORD,AZO,122
56,DFW,ATL,121
56,BOS,PHL,121
58,ATW,ORD,117
59,LAS,PHX,116
59,ATL,DFW,116
61,BOS,DCA,115
61,ORD,FWA,115
61,ORD,CLE,115
64,FWA,ORD,114
65,BMI,ORD,112
66,ORD,ATW,111
67,PHL,BOS,109
67,ORD,BMI,109
67,IND,ORD,109
70,SLC,SUN,108
70,LAX,ORD,108
72,ICT,ORD,107
73,MEM,ORD,105
73,DFW,DEN,105
75,CVG,LGA,103
75,ORD,IND,103
77,ORD,LAX,102
77,XNA,ORD,102
79,LAX,DFW,101
79,ORD,JFK,101
79,ORD,MEM,101
82,RDU,ORD,100
82,DFW,LAX,100
82,CMH,ORD,100
82,GRR,ORD,100
86,JFK,ORD,99
86,DEN,DFW,99
86,ORD,XNA,99
86,HOU,DAL,99
90,ORD,CMH,97
91,LGA,CVG,95
91,ORD,MCI,95
93,ORD,ICT,93
94,ORD,RDU,92
94,OAK,LAX,92
96,DFW,AUS,91
97,MCI,ORD,90
97,EWR,DTW,90
99,BOS,JFK,89
99,DTW,EWR,89
99,ORD,GRR,89
99,DEN,ORD,89
103,RST,ORD,88
104,AUS,DFW,87
104,DFW,SAT,87
104,JFK,BOS,87
104,SAT,DFW,87
108,ORD,CLT,86
109,ORD,SGF,85
109,SGF,ORD,85
109,LAX,LAS,85
112,DAL,HOU,83
112,DFW,STL,83
114,BDL,ORD,82
114,STL,DFW,82
114,ORD,RST,82
117,CLT,EWR,81
118,SFO,ORD,80
118,EWR,CLT,80
118,LAS,LAX,80
118,SDF,ORD,80
118,ORD,BNA,80
118,ORD,SFO,80
118,LAX,OAK,80
125,BUF,ORD,79
125,ORD,BUF,79
125,BNA,ORD,79
125,OMA,ORD,79
129,ORD,CMI,78
130,ATL,CLT,77
130,CLT,ORD,77
130,ORD,LAN,77
130,CMI,ORD,77
130,LAN,ORD,77
135,ORD,SDF,76
136,MBS,ORD,75
136,DCA,DFW,75
136,SJC,LAX,75
139,SGF,DFW,74
139,EVV,ORD,74
141,PHX,LAS,73
141,SHV,DFW,73
141,MLI,ORD,73
144,DFW,SHV,72
144,ORD,DEN,72
144,DFW,DCA,72
144,SFO,DFW,72
144,ORD,MBS,72
144,CLT,ATL,72
144,MDW,STL,72
144,STL,MDW,72
152,ORD,MLI,71
152,EWR,DFW,71
152,CLT,LGA,71
152,SAN,OAK,71
152,DFW,EWR,71
152,ORD,EVV,71
152,ORD,DAY,71
152,DAL,AUS,71
152,AUS,DAL,71
161,ICT,DFW,70
161,DFW,SFO,70
161,DFW,ICT,70
161,IAH,ORD,70
161,MKE,EWR,70
166,OAK,SAN,69
166,DAY,ORD,69
166,LAX,PHX,69
166,LGA,CLT,69
170,ORD,OMA,68
170,ORD,IAH,68
170,MEM,DFW,68
170,DFW,MEM,68
170,EWR,MKE,68
175,SAN,LAX,67
175,SNA,SFO,67
175,DFW,BOS,67
175,EWR,ATL,67
179,DCA,ATL,66
180,ATL,EWR,65
180,AUS,ORD,65
180,EWR,MSP,65
180,BOS,DFW,65
184,EWR,CVG,64
184,BOS,EWR,64
184,MSP,EWR,64
187,EWR,BOS,63
187,TUL,ORD,63
187,ORD,AUS,63
187,PIT,ORD,63
187,CLE,LGA,63
187,LAX,SJC,63
193,DFW,SGF,62
193,FLG,PHX,62
193,ABQ,DFW,62
193,ATL,DCA,62
193,EWR,DCA,62
193,SFO,SNA,62
193,ORD,BDL,62
193,DFW,LAS,62
201,MCI,DFW,61
201,DCA,EWR,61
203,ORD,TUL,60
203,LGA,CLE,60
203,LAS,DFW,60
203,OKC,ORD,60
203,ORD,PIT,60
203,SAN,SFO,60
209,DFW,ABQ,59
209,SAN,DFW,59
209,ATL,IAD,59
209,ELP,DFW,59
209,DFW,PHL,59
209,PHX,FLG,59
209,DFW,MCI,59
209,PHX,LAX,59
217,PHX,ORD,58
217,EWR,RDU,58
217,SPI,ORD,58
217,ORD,GSP,58
217,DFW,ELP,58
217,BWI,ORD,58
217,RDU,EWR,58
224,CAK,ORD,57
224,XNA,DFW,57
224,GSP,ORD,57
227,MCI,DAL,56
227,ABE,ORD,56
227,OKC,DFW,56
227,DFW,SAN,56
227,OGG,HNL,56
227,PHL,DFW,56
227,DBQ,ORD,56
227,CAE,ORD,56
235,ROC,ORD,55
235,IAD,ORD,55
235,PHX,DFW,55
238,BOS,IAD,54
238,DFW,OKC,54
238,ORD,SPI,54
238,LSE,ORD,54
238,CVG,EWR,54
238,ORD,PHX,54
238,LGA,MSP,54
238,IAD,ATL,54
246,STL,EWR,53
246,ORD,TVC,53
246,MSP,LGA,53
246,ORD,CAK,53
246,DFW,IAH,53
246,DFW,BNA,53
246,LGA,CMH,53
246,BNA,DFW,53
246,ORD,DBQ,53
246,IAH,DFW,53
256,DFW,PHX,52
256,LAX,DEN,52
256,EWR,STL,52
256,ORD,BWI,52
256,ORD,LNK,52
256,ORD,LSE,52
256,IAD,EWR,52
256,GRK,DFW,52
256,CWA,ORD,52
256,HNL,OGG,52
266,MDW,LAS,51
266,SNA,DFW,51
266,ORD,IAD,51
266,EWR,IAD,51
266,ORD,OKC,51
266,ORD,ROC,51
266,DFW,XNA,51
266,DFW,TUL,51
266,DEN,LAX,51
266,DAL,MCI,51
266,MDT,ORD,51
277,SAT,ORD,50
277,LNK,ORD,50
277,STL,LGA,50
277,SYR,ORD,50
277,RIC,ORD,50
277,SFO,JFK,50
283,DEN,EGE,49
283,LAS,MDW,49
283,EGE,DEN,49
283,TUL,DFW,49
283,LIT,DFW,49
283,CMH,LGA,49
289,OAK,BUR,48
289,LAX,SAN,48
289,SPS,DFW,48
289,DFW,GRK,48
289,COS,DFW,48
289,LGA,RDU,48
289,ORD,CAE,48
289,BUR,SFO,48
289,ORD,ABE,48
289,JFK,SFO,48
289,LEX,ORD,48
300,TVC,ORD,47
300,ORD,LEX,47
300,SFO,LAS,47
300,LGA,STL,47
300,MKE,ATL,47
300,DCA,JFK,47
300,DFW,CLT,47
300,LAS,SFO,47
300,JFK,DCA,47
300,BUR,OAK,47
300,DFW,TPA,47
300,IND,LGA,47
312,LGA,IND,46
312,SAN,PHX,46
312,TPA,DFW,46
312,RDU,LGA,46
312,ORD,SYR,46
312,ORD,CWA,46
312,SFO,SAN,46
312,ATL,PHL,46
312,LIT,ORD,46
312,CMH,EWR,46
322,AZO,DTW,45
322,DTW,LGA,45
322,DFW,SPS,45
322,PHL,ATL,45
322,DFW,MCO,45
322,DFW,COS,45
322,MCO,DFW,45
329,MEM,ATL,44
329,MDW,MCI,44
329,TOL,ORD,44
329,DFW,LIT,44
329,ORD,TOL,44
329,BHM,ORD,44
329,EWR,CMH,44
329,TUS,DFW,44
329,IAD,BOS,44
329,CLE,ATL,44
339,CLT,IAD,43
339,ORD,RIC,43
339,MRY,SFO,43
339,ATL,MEM,43
339,DTW,CVG,43
339,DFW,SNA,43
345,SJU,MIA,42
345,GSO,ORD,42
345,DFW,IAD,42
345,BUF,EWR,42
345,SFO,SBA,42
345,ATL,CLE,42
345,IAD,LAX,42
345,SEA,ORD,42
345,ATL,MKE,42
345,CLT,DFW,42
345,BUF,ATL,42
345,DFW,MSY,42
345,DAL,IAH,42
345,JFK,PIT,42
345,IAD,DFW,42
345,PHL,PIT,42
345,ORD,LIT,42
345,LGA,DTW,42
363,IAH,DAL,41
363,DFW,SEA,41
363,LBB,DFW,41
363,SJC,DFW,41
363,ORD,FSD,41
363,ORD,SAT,41
363,DFW,TUS,41
363,FSD,ORD,41
363,PIT,PHL,41
372,DEN,SFO,40
372,MIA,SJU,40
372,BWI,DFW,40
372,CVG,DTW,40
372,DFW,BWI,40
372,IAD,SFO,40
372,MSY,DFW,40
372,LAS,ORD,40
372,DFW,SJC,40
372,AVP,ORD,40
372,DTW,AZO,40
372,SFO,PHX,40
384,IAD,CLE,39
384,ATL,BUF,39
384,SFO,MRY,39
384,BTR,DFW,39
384,ERI,DTW,39
384,BOS,BWI,39
384,SMF,SFO,39
384,MDW,CLE,39
384,BOS,ATL,39
384,LGA,IAD,39
384,CLE,IAD,39
384,JAX,ATL,39
384,PIT,JFK,39
397,ATL,JAX,38
397,JFK,CLT,38
397,MCI,MDW,38
397,EWR,BUF,38
397,IAD,DTW,38
397,IAD,LGA,38
397,MIA,ATL,38
397,CLT,JFK,38
405,SAN,ORD,37
405,ATL,BOS,37
405,CHS,ORD,37
405,DFW,LBB,37
405,JFK,LAX,37
405,DAY,ATL,37
405,ORD,SEA,37
405,STL,ATL,37
405,SFO,BUR,37
405,MCO,ORD,37
405,SLC,DFW,37
405,SEA,DFW,37
405,EWR,PVD,37
405,SEA,OAK,37
405,ORD,LAS,37
405,PVD,EWR,37
405,LEX,DTW,37
405,MDW,DTW,37
405,ORD,PVD,37
405,SAN,LAS,37
425,CAK,ATL,36
425,ATL,IAH,36
425,OAK,SEA,36
425,ORD,MDT,36
425,ORD,MCO,36
425,FAR,ORD,36
425,ORD,GSO,36
425,CHS,IAD,36
425,IAD,CLT,36
425,JFK,RDU,36
425,ATL,DAY,36
425,DFW,RDU,36
425,ACT,DFW,36
425,ORD,SNA,36
425,DRO,DEN,36
425,ORD,SAN,36
441,ATL,MIA,35
441,LAX,JFK,35
441,ORD,SLC,35
441,DTW,DFW,35
441,DTW,ERI,35
441,DTW,IAD,35
441,SFO,EUG,35
441,ATL,STL,35
441,AMA,DFW,35
441,SNA,ORD,35
441,DFW,BTR,35
441,ASE,ORD,35
441,ASE,SLC,35
441,IAD,CAE,35
441,ORD,FAR,35
441,IAD,CHS,35
441,BUF,JFK,35
441,CID,DFW,35
441,ATL,CAK,35
441,ORD,BHM,35
441,IND,DFW,35
