1,ABE,ATL,73
1,ABE,CLE,75
1,ABE,CLT,30
1,ABE,CVG,26
1,ABE,DTW,79
1,ABE,JFK,1
1,ABE,ORD,99
1,ABI,DFW,230
1,ABQ,AMA,31
1,ABQ,ATL,88
1,ABQ,AUS,56
1,ABQ,BWI,30
1,ABQ,CVG,27
1,ABQ,DAL,257
1,ABQ,DEN,235
1,ABQ,DFW,236
1,ABQ,ELP,82
1,ABQ,EWR,16
1,ABQ,HOU,83
1,ABQ,IAD,31
1,ABQ,IAH,182
1,ABQ,LAS,200
1,ABQ,LAX,206
1,ABQ,LBB,31
1,ABQ,MAF,31
1,ABQ,MCI,60
1,ABQ,MCO,61
1,ABQ,MDW,62
1,ABQ,MSP,37
1,ABQ,OAK,83
1,ABQ,OKC,31
1,ABQ,ONT,58
1,ABQ,ORD,31
1,ABQ,PDX,31
1,ABQ,PHX,473
1,ABQ,SAN,91
1,ABQ,SAT,59
1,ABQ,SEA,61
1,ABQ,SFO,37
1,ABQ,SLC,193
1,ABQ,SMF,60
1,ABQ,STL,31
1,ABQ,TPA,31
1,ABQ,TUL,31
1,ABQ,TUS,62
1,ABY,ATL,96
1,ACT,DFW,196
1,ACV,CEC,28
1,ACV,SFO,190
1,ACV,SMF,46
1,ACY,ATL,28
1,ACY,LGA,1
1,ADK,ANC,9
1,ADQ,ANC,56
1,AEX,ATL,82
1,AEX,DFW,88
1,AEX,IAH,27
1,AGS,ATL,190
1,ALB,ATL,101
1,ALB,BWI,203
1,ALB,CLE,85
1,ALB,CLT,78
1,ALB,CVG,83
1,ALB,DCA,30
1,ALB,DTW,86
1,ALB,EWR,111
1,ALB,JFK,2
1,ALB,LAS,31
1,ALB,MCO,92
1,ALB,MDW,62
1,ALB,MSP,17
1,ALB,ORD,142
1,ALB,PHL,30
1,ALB,TPA,31
1,ALO,MSP,20
1,AMA,ABQ,31
1,AMA,DAL,224
1,AMA,DEN,60
1,AMA,DFW,211
1,AMA,IAH,57
1,AMA,LAS,31
1,ANC,ADK,9
1,ANC,ADQ,57
1,ANC,BET,82
1,ANC,CDV,30
1,ANC,FAI,302
1,ANC,HNL,31
1,ANC,IAH,6
1,ANC,JNU,85
1,ANC,LAS,15
1,ANC,MSP,37
1,ANC,OME,26
1,ANC,ORD,31
1,ANC,OTZ,55
1,ANC,PDX,31
1,ANC,PHX,31
1,ANC,SCC,29
1,ANC,SEA,406
1,ANC,SLC,30
1,ASE,DEN,360
1,ASE,LAX,54
1,ASE,ORD,84
1,ASE,PHX,28
1,ASE,SFO,12
1,ASE,SLC,77
1,ATL,ABE,74
1,ATL,ABQ,86
1,ATL,ABY,97
1,ATL,ACY,29
1,ATL,AEX,81
1,ATL,AGS,191
1,ATL,ALB,105
1,ATL,ATW,69
1,ATL,AUS,199
1,ATL,AVL,96
1,ATL,AVP,70
1,ATL,BDL,167
1,ATL,BGR,25
1,ATL,BHM,214
1,ATL,BMI,202
1,ATL,BNA,210
1,ATL,BOS,440
1,ATL,BQK,59
1,ATL,BTR,234
1,ATL,BTV,26
1,ATL,BUF,298
1,ATL,BWI,449
1,ATL,BZN,5
1,ATL,CAE,212
1,ATL,CAK,302
1,ATL,CHA,162
1,ATL,CHO,68
1,ATL,CHS,319
1,ATL,CID,30
1,ATL,CLE,208
1,ATL,CLT,618
1,ATL,CMH,103
1,ATL,COS,58
1,ATL,CRP,5
1,ATL,CRW,106
1,ATL,CSG,109
1,ATL,CVG,223
1,ATL,DAB,228
1,ATL,DAY,266
1,ATL,DCA,585
1,ATL,DEN,457
1,ATL,DFW,763
1,ATL,DHN,113
1,ATL,DSM,83
1,ATL,DTW,431
1,ATL,EGE,31
1,ATL,ELP,48
1,ATL,EVV,111
1,ATL,EWN,59
1,ATL,EWR,581
1,ATL,EYW,88
1,ATL,FAY,165
1,ATL,FLL,643
1,ATL,FLO,51
1,ATL,FNT,265
1,ATL,FSD,25
1,ATL,FSM,49
1,ATL,FWA,79
1,ATL,GNV,163
1,ATL,GPT,287
1,ATL,GRB,16
1,ATL,GRK,56
1,ATL,GRR,108
1,ATL,GSO,195
1,ATL,GSP,160
1,ATL,GTR,74
1,ATL,HDN,30
1,ATL,HHH,57
1,ATL,HNL,62
1,ATL,HOU,315
1,ATL,HPN,158
1,ATL,HSV,183
1,ATL,IAD,427
1,ATL,IAH,422
1,ATL,ICT,254
1,ATL,ILM,136
1,ATL,IND,286
1,ATL,ISP,53
1,ATL,JAC,12
1,ATL,JAN,220
1,ATL,JAX,468
1,ATL,JFK,150
1,ATL,LAS,387
1,ATL,LAX,440
1,ATL,LEX,119
1,ATL,LFT,81
1,ATL,LGA,877
1,ATL,LIT,227
1,ATL,LYH,51
1,ATL,MCI,299
1,ATL,MCN,65
1,ATL,MCO,781
1,ATL,MDT,139
1,ATL,MDW,236
1,ATL,MEI,50
1,ATL,MEM,413
1,ATL,MFE,9
1,ATL,MGM,197
1,ATL,MHT,86
1,ATL,MIA,565
1,ATL,MKE,286
1,ATL,MLB,160
1,ATL,MLI,200
1,ATL,MLU,82
1,ATL,MOB,193
1,ATL,MSN,29
1,ATL,MSP,448
1,ATL,MSY,406
1,ATL,MTJ,7
1,ATL,MYR,84
1,ATL,OAJ,79
1,ATL,OAK,31
1,ATL,OKC,163
1,ATL,OMA,143
1,ATL,ONT,76
1,ATL,ORD,596
1,ATL,ORF,190
1,ATL,PBI,364
1,ATL,PDX,79
1,ATL,PFN,171
1,ATL,PHF,302
1,ATL,PHL,521
1,ATL,PHX,418
1,ATL,PIA,82
1,ATL,PIT,357
1,ATL,PNS,334
1,ATL,PVD,115
1,ATL,PWM,74
1,ATL,RDU,416
1,ATL,RIC,344
1,ATL,RNO,29
1,ATL,ROA,114
1,ATL,ROC,237
1,ATL,RSW,343
1,ATL,SAN,228
1,ATL,SAT,201
1,ATL,SAV,285
1,ATL,SBN,81
1,ATL,SCE,28
1,ATL,SDF,203
1,ATL,SEA,148
1,ATL,SFO,245
1,ATL,SGF,79
1,ATL,SHV,141
1,ATL,SJC,57
1,ATL,SJU,112
1,ATL,SLC,265
1,ATL,SMF,50
1,ATL,SNA,105
1,ATL,SRQ,275
1,ATL,STL,280
1,ATL,STT,29
1,ATL,STX,5
1,ATL,SWF,177
1,ATL,SYR,114
1,ATL,TLH,115
1,ATL,TOL,30
1,ATL,TPA,604
1,ATL,TRI,137
1,ATL,TUL,143
1,ATL,TUP,9
1,ATL,TUS,56
1,ATL,TYS,132
1,ATL,VLD,79
1,ATL,VPS,225
1,ATL,XNA,130
1,ATW,ATL,70
1,ATW,CVG,70
1,ATW,DTW,58
1,ATW,ORD,169
1,AUS,ABQ,56
1,AUS,ATL,201
1,AUS,BNA,82
1,AUS,BOS,30
1,AUS,BWI,62
1,AUS,CLE,32
1,AUS,CVG,79
1,AUS,DAL,580
1,AUS,DEN,179
1,AUS,DFW,445
1,AUS,ELP,119
1,AUS,EWR,79
1,AUS,HOU,201
1,AUS,HRL,30
1,AUS,IAD,57
1,AUS,IAH,302
1,AUS,JAX,31
1,AUS,JFK,120
1,AUS,LAS,104
1,AUS,LAX,119
1,AUS,LBB,61
1,AUS,MAF,58
1,AUS,MCI,88
1,AUS,MCO,31
1,AUS,MDW,62
1,AUS,MEM,90
1,AUS,MSP,6
1,AUS,MSY,59
1,AUS,OKC,31
1,AUS,ONT,58
1,AUS,ORD,188
1,AUS,PHX,231
